Lake	Species	Year	Length	Weight	THg	d15N	d13C	Sex	Age	THg_old
Femunden	?rret	2016	41.2	746	0.85	10.88	-24.48			
Femunden	?rret	2016	43.8	992	0.127	8.98	-17.27			
Femunden	?rret	2016	48.6	1128	0.564	10.64	-24.38			
Femunden	?rret	2016	47	1084	0.547	10.13	-24.74			
Femunden	?rret	2016	41.4	762	0.272	9.89	-22.12			
Femunden	?rret	2016	42.1	847	0.497	10.5	-24.11			
Femunden	Brown trout	2017	42.5	848	0.739	10.8	-23.98			
Femunden	Brown trout	2017	44.6	1007	0.451	9.97	-21.53			
Femunden	Brown trout	2017	36.6	485	0.442	11.18	-24.25			
Femunden	Brown trout	2017	39.4	639	0.308	10.95	-24.43			
Femunden	Brown trout	2017	44.3	1072	0.48	11.01	-24.86			
Femunden	Brown trout	2017	36.2	517	0.323	10.32	-23.95			
Femunden	Brown trout	2017	38.6	685	0.274	10.14	-22.32			
Femunden	Brown trout	2017	40	674	0.056	7.98	-20.95			
Femunden	Brown trout	2017	41	688	0.186	8.96	-21.88			
Femunden	Brown trout	2017	33.1	504	0.282	10.65	-23.81			
Femunden	Brown trout	2018	42.5	770	0.094	8.04	-22.67			
Femunden	Brown trout	2018	35.3	440	0.057	7.6	-18.61			
Femunden	Brown trout	2018	46.8	940	0.77	10.54	-24.42			
Femunden	Brown trout	2018	36.3	501	0.025	7.29	-19.82			
Femunden	Brown trout	2018	44.3	1005	0.051	7.92	-19.61			
Femunden	Brown trout	2018	48.7	1100	0.633	10.33	-24.82			
Femunden	Brown trout	2018	34.7	410	0.06	7.36	-21.11			
Femunden	Brown trout	2018	37.5	520	0.036	7.64	-21.84			
Femunden	Brown trout	2018	44.2	850	0.037	7.69	-20.77			
Femunden	Brown trout	2018	46.9	1020	0.272	10.25	-22.17			
Femunden	Brown trout	2019	41	727	0.079	7.72	-20.14			
Femunden	Brown trout	2019	38	539	0.067	8.28	-19.73			
Femunden	Brown trout	2019	42	851	0.284	9.76	-22.29			
Femunden	Brown trout	2019	41	789	0.46	11.27	-25.69			
Femunden	Brown trout	2019	37	534	0.363	10.11	-23.52			
Femunden	Brown trout	2019	44	748	0.154	10.2	-21.53			
Femunden	Brown trout	2019	47	1224	0.231	9.99	-23.11			
Femunden	Brown trout	2019	34	510	0.307	10.25	-25			
Femunden	Brown trout	2019	40	686	0.509	11.35	-24.35			
Femunden	Brown trout	2019	37	514	0.171	9.64	-22.34			
Femunden	Brown trout	2020	46	1025	0.75	10.92	-25.81			
Femunden	Brown trout	2020	35	356	0.26	10.61	-21.11			
Femunden	Brown trout	2020	37	478	0.45	10.76	-24.27			
Femunden	Brown trout	2020	37	420	0.28	10.58	-24.46			
Femunden	Brown trout	2020	40	470	0.03	11.3	-24.05			
Femunden	Brown trout	2020	42	680	0.4	10.03	-24.67			
Femunden	Brown trout	2020	40	580	0.49	10.7	-25.08			
Femunden	Brown trout	2020	45	845	0.48	10.84	-25.1			
Femunden	Brown trout	2020	35	400	0.03	10.31	-23.54			
Femunden	Brown trout	2020	42	937	0.96	11.05	-24.88			
Ellasjoen		1998	480	1100	0.855					855
Ellasjoen		1998	368	452	0.228					228
Ellasjoen		1998	278	190	1					1000
Ellasjoen		1998	205	90	0.137					137
Ellasjoen		1998	660	3133	1.28					1280
Ellasjoen		1998	395	571	0.451					451
Ellasjoen		1998	190	65	NA					NA
Ellasjoen		1998	146	32	NA					NA
Ellasjoen		1998	155	42	NA					NA
Ellasjoen		1998	176	50	NA					NA
Ellasjoen		1998	118	18	NA					NA
Ellasjoen		1998	173	49	NA					NA
Ellasjoen		1998	156	35	NA					NA
Ellasjoen		1998	195	73	NA					NA
Ellasjoen		1998	173	51	NA					NA
Ellasjoen		1998	176	48	NA					NA
Ellasjoen		1998	155	41	NA					NA
Ellasjoen		1998	176	55	NA					NA
Ellasjoen		1998	342	411	0.3615					361.5
Ellasjoen		1998	375	520	0.368					368
Ellasjoen		1998	386	650	0.343					343
Ellasjoen		1998	406	768	0.434					434
Ellasjoen		1998	360	490	0.398					398
Ellasjoen		1998	348	428	0.327					327
Ellasjoen		1998	352	467	0.256					256
Ellasjoen		1998	320	324	0.353					353
Ellasjoen		1998	279	230	0.2135					213.5
Ellasjoen		1998	152	262	0.369					369
Ellasjoen		1998	269	193	0.2285					228.5
Ellasjoen		1998	399	522	0.422					422
Ellasjoen		1998	333	337	0.268					268
Ellasjoen		1998	305	245	0.281					281
Ellasjoen		1999	305	264	0.394					394
Ellasjoen		1999	296	245	0.144					144
Ellasjoen		1999	316	309	0.232					232
Ellasjoen		1999	295	222	0.307					307
Ellasjoen		1999	335	334	0.323					323
Ellasjoen		1999	319	309	0.277					277
Ellasjoen		1999	286	207	0.196					196
Ellasjoen		1999	300	265	0.306					306
Ellasjoen		1999	368	544	0.458					458
Ellasjoen		1999	350	401	0.358					358
Ellasjoen		1999	261	166	0.246					246
Ellasjoen		1999	338	407	0.416					416
Ellasjoen		1999	288	232	0.26					260
Ellasjoen		1999	327	327	0.249					249
Ellasjoen		1999	320	341	0.28					280
Ellasjoen		1999	322	323	0.36					360
Ellasjoen		1999	262	185	0.275					275
Ellasjoen		1999	325	354	0.28					280
Ellasjoen		1999	311	308	0.437					437
Ellasjoen		1999	255	149	0.244					244
Ellasjoen		1999	220	89	NA					NA
Ellasjoen		1999	125	22	NA					NA
Ellasjoen		2001	316	319	0.198					198
Ellasjoen		2001	215	94	0.472					472
Ellasjoen		2001	231	110	0.269					269
Ellasjoen		2001	489	1349	1.42					1420
Ellasjoen		2001	270	165	0.384					384
Ellasjoen		2001	302	260	0.316					316
Ellasjoen		2001	465	850	1.74					1740
Ellasjoen		2001	109	11	0.314					314
Ellasjoen		2001	361	441	0.4795					479.5
Ellasjoen		2001	164	42	0.741					741
Ellasjoen		2001	251	140	0.199					199
Ellasjoen		2001	429	689	0.776					776
Ellasjoen		2001	382	530	0.519					519
Ellasjoen		2001	198	65	0.263					263
Ellasjoen		2001	98	7	0.105					105
Ellasjoen		2001	446	831	1.39					1390
Ellasjoen		2001	289	NA	0.511					511
Ellasjoen		2001	335	NA	0.552					552
Ellasjoen		2001	410	NA	0.836					836
Ellasjoen		2001	181	NA	0.796					796
Ellasjoen		2001	324	314	NA					NA
Ellasjoen		2001	340	375	NA					NA
Ellasjoen		2002	540	1672	1.98					1980
Ellasjoen		2002	343	427	0.365					365
Ellasjoen		2002	325	346	0.343					343
Ellasjoen		2002	312	288	0.196					196
Ellasjoen		2002	341	383	0.226					226
Ellasjoen		2002	343	380	0.459					459
Ellasjoen		2002	337	359	0.465					465
Ellasjoen		2002	475	1077	2.01					2010
Ellasjoen		2002	115	14	0.374					374
Ellasjoen		2002	421	710	0.647					647
Ellasjoen		2002	470	950	NA					NA
Ellasjoen		2002	505	1260	NA					NA
Ellasjoen		2002	410	681	NA					NA
Ellasjoen		2002	462	1125	NA					NA
Ellasjoen		2002	343	400	NA					NA
Ellasjoen		2003	333	337	0.334					334
Ellasjoen		2003	307	298	0.182					182
Ellasjoen		2003	378	609	0.434					434
Ellasjoen		2003	368	499	0.191					191
Ellasjoen		2003	364	459	0.36					360
Ellasjoen		2003	347	469	0.269					269
Ellasjoen		2003	316	296	0.299					299
Ellasjoen		2003	525	2078	1.11					1110
Ellasjoen		2003	403	564	0.571					571
Ellasjoen		2003	341	402	0.412					412
Ellasjoen		2003	354	490	0.293					293
Ellasjoen		2003	470	1070	1.43					1430
Ellasjoen		2003	324	350	0.364					364
Ellasjoen		2003	287	221	0.255					255
Ellasjoen		2003	444	780	1.66					1660
Ellasjoen		2003	431	666	0.634					634
Ellasjoen		2003	389	584	0.297					297
Ellasjoen		2003	395	615	0.546					546
Ellasjoen		2003	411	676	0.831					831
Ellasjoen		2003	371	476	0.751					751
Ellasjoen		2004	164	36	NA					NA
Ellasjoen		2004	130	22	NA					NA
Ellasjoen		2004	355	485	0.339					339
Ellasjoen		2004	452	1023	0.636					636
Ellasjoen		2004	406	689	0.303					303
Ellasjoen		2004	458	892	0.505					505
Ellasjoen		2004	381	550	0.281					281
Ellasjoen		2004	389	651	0.467					467
Ellasjoen		2004	361	499	0.198					198
Ellasjoen		2004	351	453	0.191					191
Ellasjoen		2004	432	921	0.971					971
Ellasjoen		2004	371	550	0.266					266
Ellasjoen		2004	344	416	0.257					257
Ellasjoen		2004	340	410	0.273					273
Ellasjoen		2004	325	358	0.186					186
Ellasjoen		2004	339	357	0.151					151
Ellasjoen		2004	348	409	0.2485					248.5
Ellasjoen		2004	391	626	0.18					180
Ellasjoen		2004	378	612	0.195					195
Ellasjoen		2004	385	626	0.277					277
Ellasjoen		2004	342	465	0.182					182
Ellasjoen		2004	392	617	0.43					430
Ellasjoen		2006	305	321	0.253					253
Ellasjoen		2006	326	376	0.302					302
Ellasjoen		2006	436	346	0.567					567
Ellasjoen		2006	337	419	0.217					217
Ellasjoen		2006	381	541	0.41					410
Ellasjoen		2006	358	559	0.451					451
Ellasjoen		2006	381	540	0.485					485
Ellasjoen		2006	432	824	0.869					869
Ellasjoen		2009	385	625	0.687					687
Ellasjoen		2009	394	621	0.492					492
Ellasjoen		2009	301	500	0.586					586
Ellasjoen		2009	361	498	0.507					507
Ellasjoen		2009	326	526	0.491					491
Ellasjoen		2009	343	478	0.924					924
Ellasjoen		2009	603	2190	2.32					2320
Ellasjoen		2009	418	643	0.304					304
Ellasjoen		2009	461	900	1.27					1270
Ellasjoen		2009	414	684	0.6495					649.5
Ellasjoen		2009	400	639	2					2000
Ellasjoen		2009	455	938	2.28					2280
Ellasjoen		2009	425	763	0.64					640
Ellasjoen		2009	486	1296	1.79					1790
Ellasjoen		2009	543	1933	2.16					2160
Ellasjoen		2009	585	2330	1.65					1650
Ellasjoen		2009	595	2338	1.69					1690
Ellasjoen		2009	495	1214	2.11					2110
Ellasjoen		2009	546	1560	2.36					2360
Ellasjoen		2009	506	1246	2.03					2030
Ellasjoen		2009	415	682	NA					NA
Ellasjoen		2009	386	599	NA					NA
Ellasjoen		2009	411	601	NA					NA
Ellasjoen		2010	372	560	0.393					393
Ellasjoen		2010	392	590	0.431					431
Ellasjoen		2010	443	675	1.1845					1184.5
Ellasjoen		2010	425	595	1.73					1730
Ellasjoen		2010	325	365	0.247					247
Ellasjoen		2010	376	540	0.332					332
Ellasjoen		2010	382	600	0.337					337
Ellasjoen		2010	395	640	0.427					427
Ellasjoen		2010	414	640	0.548					548
Ellasjoen		2010	540	1350	2.13					2130
Ellasjoen		2010	386	512	0.57					570
Ellasjoen		2010	451	960	1.18					1180
Ellasjoen		2010	370	520	0.213					213
Ellasjoen		2010	545	1800	1.95					1950
Ellasjoen		2010	366	505	0.286					286
Ellasjoen		2010	394	605	0.541					541
Ellasjoen		2010	375	528	0.232					232
Ellasjoen		2010	382	540	0.4					400
Ellasjoen		2010	409	553	0.421					421
Ellasjoen		2010	372	540	0.448					448
Ellasjoen		2012	465	1014	1.04					1040
Ellasjoen		2012	610	2005	2.62					2620
Ellasjoen		2012	395	545.3	0.912					912
Ellasjoen		2012	600	1721	2.18					2180
Ellasjoen		2012	650	2600	2.28					2280
Ellasjoen		2012	390	638.7	0.266					266
Ellasjoen		2012	388	597.5	0.341					341
Ellasjoen		2012	384	583.1	0.354					354
Ellasjoen		2012	510	1418.1	2.115					2115
Ellasjoen		2012	402	621.9	0.376					376
Ellasjoen		2012	446	1016.9	1.37					1370
Ellasjoen		2012	440	783.8	1.44					1440
Ellasjoen		2012	407	690.2	0.577					577
Ellasjoen		2012	426	833	0.424					424
Ellasjoen		2012	520	1572.8	1.44					1440
Ellasjoen		2012	473	1025.6	1.22					1220
Ellasjoen		2012	530	1506.2	1.43					1430
Ellasjoen		2012	485	979.6	2.18					2180
Ellasjoen		2012	525	1808	1.23					1230
Ellasjoen		2012	455	875.5	0.497					497
Ellasjoen		2014	311	150.1	0.486					486
Ellasjoen		2014	322	304.2	0.44					440
Ellasjoen		2014	386	521.1	0.599					599
Ellasjoen		2014	295	226.8	0.675					675
Ellasjoen		2014	246	141.3	0.445					445
Ellasjoen		2014	260	151.8	0.395					395
Ellasjoen		2014	226	103	0.63					630
Ellasjoen		2014	218	78.2	0.431					431
Ellasjoen		2014	426	647.1	1.51					1510
Ellasjoen		2014	358	407.9	0.391					391
Ellasjoen		2014	495	1097.8	1.03					1030
Ellasjoen		2014	396	540	0.521					521
Ellasjoen		2014	624	2372.6	2.17					2170
Ellasjoen		2014	420	651.4	0.654					654
Ellasjoen		2014	551	1405.2	3.35					3350
Ellasjoen		2014	376	486.2	0.786					786
Ellasjoen		2014	508	1346.3	1.23					1230
Ellasjoen		2014	434	749.6	0.423					423
Ellasjoen		2014	483	1065.8	1.3					1300
Ellasjoen		2014	409	618.7	0.401					401
Ellasjoen		2014	395	562.1	NA					NA
Ellasjoen		2014	499	986.6	NA					NA
Ellasjoen		2014	495	908.3	NA					NA
Ellasjoen		2015	410	605	0.5805					580.5
Ellasjoen		2015	475	675	1.93					1930
Ellasjoen		2015	418	637	0.615					615
Ellasjoen		2015	427	660	0.782					782
Ellasjoen		2015	389	530	0.53					530
Ellasjoen		2015	349	385	0.3935					393.5
Ellasjoen		2015	418	685	0.545					545
Ellasjoen		2015	359	488	0.49					490
Ellasjoen		2015	411	627	0.543					543
Ellasjoen		2015	392	532	0.49					490
Ellasjoen		2015	398	526	0.696					696
Ellasjoen		2015	354	402	0.362					362
Ellasjoen		2015	391	501	0.59					590
Ellasjoen		2015	360	439	0.407					407
Ellasjoen		2015	451	877	0.964					964
Ellasjoen		2015	430	669	1.435					1435
Ellasjoen		2015	338	370	0.335					335
Ellasjoen		2015	334	304	0.785					785
Ellasjoen		2015	494	1263	1.67					1670
Ellasjoen		2015	361	486	0.413					413
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Ellasjoen		2017	?	NA	NA					
Tollreien	Perch	2016	12.8	20.36	0.24			F		
Tollreien	Perch	2016	15.6	35.52	0.209			F		
Tollreien	Perch	2016	13	18.59	0.49			F		
Tollreien	Perch	2016	13	18.65	0.333			F		
Tollreien	Perch	2016	13.3	21.73	0.281			F		
Tollreien	Perch	2016	13.1	21.26	0.438			F		
Tollreien	Perch	2016	14	23.68	0.271			F		
Tollreien	Perch	2016	13.2	22.44	0.306			F		
Tollreien	Perch	2016	7.2	3.01	0.17			n.a.		
Tollreien	Perch	2016	12.6	18.61	0.386			F		
Tollreien	Perch	2016	13.4	22.08	0.317			F		
Tollreien	Perch	2016	14	24.01	0.529			F		
Tollreien	Perch	2016	13.4	21.08	0.28			F		
Tollreien	Perch	2016	12.4	15.24	0.608			M		
Breidtjern	Perch	2016	16.9	47.61	0.56			F		
Breidtjern	Perch	2016	17.1	46.57	0.416			F		
Breidtjern	Perch	2016	16	37.93	0.621			F		
Breidtjern	Perch	2016	20.8	80.28	0.723			F		
Breidtjern	Perch	2016	14	25.1	0.27			F		
Breidtjern	Perch	2016	13.2	19.86	0.144			F		
Breidtjern	Perch	2016	15.1	33.95	0.506			M		
Breidtjern	Perch	2016	15.4	31.5	0.693			M		
Breidtjern	Perch	2016	12.1	16.2	0.23			M		
Breidtjern	Perch	2016	12.7	19.18	0.352			M		
Breidtjern	Perch	2016	14.7	35.7	0.448			F		
Breidtjern	Perch	2016	15.8	33.11	0.642			M		
Breidtjern	Perch	2016	12.1	14.35	0.166			F		
Breidtjern	Perch	2016	13.7	19.2	0.343			M		
Breidtjern	Perch	2016	12.9	18.09	0.185			F		
Breidtjern	Perch	2016	10.1	9.25	0.1			M		
Breidtjern	Perch	2016	11.8	14.91	0.209			F		
Breidtjern	Perch	2016	10.2	9.48	0.11			M		
Breidtjern	Perch	2016	13.8	24.96	0.516			M		
Breidtjern	Perch	2016	12.8	19.33	0.224			F		
Tollreien	Perch	1990	20.4	97	0.38			M	5	
Tollreien	Perch	1990	23.6	154	0.46			F	8	
Tollreien	Perch	1990	18	58	0.5			M	5	
Tollreien	Perch	1990	20.4	107	0.44			F	9	
Tollreien	Perch	1990	25	187	0.55			F	8	
Tollreien	Perch	1990	21.8	130	0.66			F	6	
Tollreien	Perch	1990	18.9	76	0.37			F	4	
Tollreien	Perch	1990	19.6	89	0.42			F	7	
Tollreien	Perch	1990	18.7	78	0.42			M	6	
Tollreien	Perch	1990	19.7	85	0.54			F	6	
Tollreien	Perch	1990	20.6	103	0.35			F	8	
Tollreien	Perch	1990	19.6	84	0.41			F	9	
Tollreien	Perch	1990	23.9	161	0.41			F	10	
Breidtjern	Perch	1991	17.6	66	0.24			F	4	
Breidtjern	Perch	1991	20.4	106	0.28			F	5	
Breidtjern	Perch	1991	20.4	106	0.33			F	5	
Breidtjern	Perch	1991	19.2	79	0.35			F	6	
Breidtjern	Perch	1991	21.4	133	0.34			F	5	
Breidtjern	Perch	1991	31.2	549	0.68			F	11	
Breidtjern	Perch	1991	34.5	565	0.99			F	14	
Breidtjern	Perch	1991	32.4	540	0.59			F	12	
Breidtjern	Perch	1991	32.4	490	0.42			F	7	
Breidtjern	Perch	1991	30.8	459	0.44			F	11	
Breidtjern	Perch	1991	35.1	538	1.9			F	14	
Breidtjern	Perch	1991	33.4	542	0.67			F	11	
Breidtjern	Perch	1991	20.4	112	0.29			F	6	
Breidtjern	Perch	1991	19.2	85	0.29			F	4	
Breidtjern	Perch	1991	18	78	0.34			F	5	
Breidtjern	Perch	1991	17	61	0.21			F	5	
Breidtjern	Perch	1991	17.6	66	0.25			F	5	
Breidtjern	Perch	1991	12.8	28	0.17			M	2	
Breidtjern	Perch	1991	14.6	29	0.16			F	3	
Breidtjern	Perch	1991	13.4	25	0.13			M	2	
Breidtjern	Perch	1991	13.2	25	0.17			M	2	
Breidtjern	Perch	1991	13	21	0.16			M	3	
Breidtjern	Perch	1991	13.2	27	0.17			F	2	
Breidtjern	Perch	1991	13.2	23	0.17			F	2	
Breidtjern	Perch	1991	13	23	0.19			F	2	
Breidtjern	Perch	2008	6.2	2.4	0.083			n.a.		
Breidtjern	Perch	2008	10.3	10	0.272			F	1	
Breidtjern	Perch	2008	10	11	0.101			F	1	
Breidtjern	Perch	2008	10.1	12	0.109			F	1	
Breidtjern	Perch	2008	12.1	22	0.105			F	2	
Breidtjern	Perch	2008	13	25	0.155			F	2	
Breidtjern	Perch	2008	13.8	29	0.395			F	5	
Breidtjern	Perch	2008	13.3	26	0.175			F	2	
Breidtjern	Perch	2008	14.2	35	0.261			F	3	
Breidtjern	Perch	2008	16.4	52	0.26			M	5	
Breidtjern	Perch	2008	16.5	50	0.411			M	7	
Breidtjern	Perch	2008	16.5	53	0.388			M	7	
Breidtjern	Perch	2008	17	61	0.672			M	7	
Breidtjern	Perch	2008	18.4	68	0.33			F	6	
Breidtjern	Perch	2008	17.2	62	0.415			M	9	
Breidtjern	Perch	2008	17	54	0.343			M	7	
Breidtjern	Perch	2008	18.3	68	0.684			F	8	
Breidtjern	Perch	2008	18.7	72	0.479			M	9	
Breidtjern	Perch	2008	18.4	67	0.473			M	8	
Breidtjern	Perch	2008	17	54	0.45			F	7	
Breidtjern	Perch	2008	18.2	70	0.393			M	6	
Breidtjern	Perch	2008	19.1	84	0.33			F	5	
Breidtjern	Perch	2008	14.7	36	0.183			F	2	
Breidtjern	Perch	2008	16.8	54	0.31			M	7	
Breidtjern	Perch	2008	16.5	48	0.364			M	7	
Tollreien	Perch	2008	37.5	981	2.07	9.47	-28.94	F	13	
Tollreien	Perch	2008	23.5	186	1.32	9.23	-28.89	F	15	
Tollreien	Perch	2008	22.7	143	0.985	9.85	-29.48	F	9	
Tollreien	Perch	2008	22.3	130	0.682	9.46	-30.11	F	10	
Tollreien	Perch	2008	15.7	47	0.241	7.49	-28.97	F	6	
Tollreien	Perch	2008	15.4	40	0.376	7.47	-29.31	F	6	
Tollreien	Perch	2008	15.2	40	0.246	7.19	-28.9	F	5	
Tollreien	Perch	2008	15.5	38	0.358	7.42	-29.11	F	6	
Tollreien	Perch	2008	15	34	0.198	7.44	-30.18	F	6	
Tollreien	Perch	2008	14.2	33	0.335	7.61	-29.3	M		
Tollreien	Perch	2008	14.5	30	0.775	7.73	-28.29	F	7	
Tollreien	Perch	2008	13.4	25	0.417	7.94	-30.45	F	6	
Tollreien	Perch	2008	13.5	21	0.727	6.96	-30.35	F	5	
Tollreien	Perch	2008	12.1	20	0.441	6.64	-30.69	F	3	
Tollreien	Perch	2008	12.3	20	0.414	6.27	-30.9	F	3	
Tollreien	Perch	2008	11	16	0.336	6.44	-31.04	M	2	
Tollreien	Perch	2008	10.8	14	0.342	6.47	-30.76	M	2	
Tollreien	Perch	2008	11	13	0.369	6.55	-30.76	M	2	
Tollreien	Perch	2008	9.4	9	0.213	6.26	-30.75	F	1	
Tollreien	Perch	2008	15.3	39	0.378	7.4	-28.23	F	6	
Tollreien	Perch	2010	6.8	3.3	0.125			n.a.	0	
Tollreien	Perch	2010	8.8	7	0.205			F	1	
Tollreien	Perch	2010	8.8	7	0.16			M	1	
Tollreien	Perch	2010	9.4	8.5	0.134			M	1	
Tollreien	Perch	2010	9.8	8	0.146			M	1	
Tollreien	Perch	2010	9.5	8	0.192			F	1	
Tollreien	Perch	2010	9.6	9	0.143			M	1	
Tollreien	Perch	2010	10	10	0.16			M	2	
Tollreien	Perch	2010	10.4	11	0.271			M	2	
Tollreien	Perch	2010	10.8	14	0.102			M	1	
Tollreien	Perch	2010	12.3	18	0.5			F	3	
Tollreien	Perch	2010	12.5	18	0.82			M	6	
Tollreien	Perch	2010	12.5	19	0.87			M	6	
Tollreien	Perch	2010	12.4	19	0.56			F	5	
Tollreien	Perch	2010	13.3	25	0.38			F	4	
Tollreien	Perch	2010	13.4	28	0.21			M	4	
Tollreien	Perch	2010	13.8	29	0.26			F		
Tollreien	Perch	2010	14.2	34	0.25			F	4	
Tollreien	Perch	2010	14.8	37	0.27			F	6	
Tollreien	Perch	2010	15.1	39	0.25			F	6	
Tollreien	Perch	2010	15.5	41	0.34			F	8	
Tollreien	Perch	2010	16.7	47	0.39			F	10	
Tollreien	Perch	2010	16.5	51	0.26			F	6	
Tollreien	Perch	2010	16.2	48	0.35			M	7	
Tollreien	Perch	2010	17	55	0.31			F	8	
Tollreien	Perch	2010	18.4	70	0.44			F	9	
Tollreien	Perch	2010	18.5	80	0.33			F	9	
Tollreien	Perch	2010	19.4	88	0.41			F	9	
Tollreien	Perch	2010	20.1	91	0.46			F	9	
Tollreien	Perch	2010	20.5	100	0.46			M	8	
Breidtjern	Perch	2010	6.6	2.9	0.086			F	0	
Breidtjern	Perch	2010	6.8	3.1	0.08			M	0	
Breidtjern	Perch	2010	7.2	4.2	0.083			F	0	
Breidtjern	Perch	2010	6.8	3.6	0.083			M	0	
Breidtjern	Perch	2010	7	3.7	0.09			F		
Breidtjern	Perch	2010	6.3	2.5	0.106			F	0	
Breidtjern	Perch	2010	7.8	5.1	0.084			n.a.	0	
Breidtjern	Perch	2010	9.7	8.7	0.098			F	1	
Breidtjern	Perch	2010	10.1	10.1	0.097			F	1	
Breidtjern	Perch	2010	9.4	10.4	0.101			F	1	
Breidtjern	Perch	2010	11.3	14.2	0.097			M	1	
Breidtjern	Perch	2010	11	15	0.119			M	1	
Breidtjern	Perch	2010	11.2	22	0.17			n.a.	1	
Breidtjern	Perch	2010	12.7	14	0.1			M	2	
Breidtjern	Perch	2010	12.8	23	0.23			M	3	
Breidtjern	Perch	2010	13.2	26	0.17			F	2	
Breidtjern	Perch	2010	12.5	25	0.24			M	4	
Breidtjern	Perch	2010	13.7	28	0.2			F	4	
Breidtjern	Perch	2010	14.4	33	0.16			F	2	
Breidtjern	Perch	2010	14.7	36	0.18			F	2	
Breidtjern	Perch	2010	14.8	40	0.31			M	5	
Breidtjern	Perch	2010	16.8	46	0.4			M	7	
Breidtjern	Perch	2010	18.5	76	0.26			F	4	
Breidtjern	Perch	2010	17.1	50	0.5			M	10	
Breidtjern	Perch	2010	16.9	57	0.36			M	8	
Breidtjern	Perch	2010	18	73	0.29			F	5	
Breidtjern	Perch	2010	18.4	68	0.51			F	8	
Breidtjern	Perch	2010	19	75	0.47			F	6	
Breidtjern	Perch	2010	18	69	0.29			F	4	
Breidtjern	Perch	2010	19	86	0.37			F	5	
Breidtjern	Perch	2010	20	100	0.56			M	10	
Breidtjern	Perch	2010	21.4	112	0.38			F	4	
Breidtjern	Perch	2010	24.9	173	0.43			F	8	
Breidtjern	Perch	2010	28	272	0.72			F	13	
Breidtjern	Perch	2011	7.3	4	0.151	4.61	-28.99	n.a.	0	
Breidtjern	Perch	2011	7.5	4.3	0.105	3.93	-30.64	n.a.	0	
Breidtjern	Perch	2011	7.4	4.2	0.13	4.36	-29.02	M	0	
Breidtjern	Perch	2011	7.5	4.4	0.104	4.29	-30.3	n.a.	0	
Breidtjern	Perch	2011	8	5.3	0.117	4.1	-30.3	n.a.	0	
Breidtjern	Perch	2011	7.7	5.1	0.099	4.1	-29.98	M	0	
Breidtjern	Perch	2011	7.8	6.2	0.148	4.26	-29.46	M	0	
Breidtjern	Perch	2011	9.2	9	0.209	5.17	-27.33	F	1	
Breidtjern	Perch	2011	10.3	11	0.222	5.1	-27.53	F	1	
Breidtjern	Perch	2011	10.2	12	0.199	4.91	-27.55	M	1	
Breidtjern	Perch	2011	10.2	11	0.153	5.64	-28.97	M	1	
Breidtjern	Perch	2011	11.8	18	0.324	6.72	-29.91	M	1	
Breidtjern	Perch	2011	11.7	17	0.214	5.17	-28.47	F	2	
Breidtjern	Perch	2011	12.7	21	0.223	5.15	-28.51	F	2	
Breidtjern	Perch	2011	12.4	20	0.206	5.33	-28.6	F	2	
Breidtjern	Perch	2011	12.1	19	0.238	5.28	-28.53	M	2	
Breidtjern	Perch	2011	13.1	23	0.196	5.29	-28.86	F	3	
Breidtjern	Perch	2011	14.4	29	0.257	5.52	-28.29	F	2	
Breidtjern	Perch	2011	12.7	22	0.216	5.31	-28.53	M	2	
Breidtjern	Perch	2011	12.5	22	0.255	5.29	-28.86	F	2	
Breidtjern	Perch	2011	12.3	21	0.198	4.31	-28.62	M	2	
Breidtjern	Perch	2011	13.1	24	0.205	5.32	-28.36	F	2	
Breidtjern	Perch	2011	13	24	0.244	5.29	-28.71	F	2	
Breidtjern	Perch	2011	13.6	28	0.263	5.76	-28.52	M	3	
Breidtjern	Perch	2011	15.4	35	0.293	6	-28.78	F	3	
Breidtjern	Perch	2011	14.8	37	0.483	6.02	-27.74	F	3	
Breidtjern	Perch	2011	14.5	33	0.414	6.97	-28.32	M	5	
Breidtjern	Perch	2011	16.1	46	0.262	5.94	-26.76	M	5	
Breidtjern	Perch	2011	17.3	64	0.399	6.45	-28.47	F	5	
Breidtjern	Perch	2011	25.1	173	0.528	6.96	-27.5	F	11	
Tollreien	Perch	2011	9	7	0.15	6.3	-31.21	M	1	
Tollreien	Perch	2011	9	6.5	0.185	6.1	-31.65	M	1	
Tollreien	Perch	2011	9.2	7	0.183	6.05	-31.19	M	1	
Tollreien	Perch	2011	10.2	11	0.255	6.46	-30.46	M	2	
Tollreien	Perch	2011	10.1	11	0.192	6.36	-31.22	M	2	
Tollreien	Perch	2011	10.7	12	0.303	7.06	-30.39	M	2	
Tollreien	Perch	2011	11.1	14	0.701	7.37	-30.33	M	2	
Tollreien	Perch	2011	11.3	14	0.561	7.71	-30.79	M	2	
Tollreien	Perch	2011	12	16	0.703	7.17	-30.45	M	7	
Tollreien	Perch	2011	11.7	16	0.36	7.15	-31.29	F	5	
